City,Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index
Paris,June,2021,76,Low,24,58,6.33,86,82
Paris,July,2021,49,High,25,76,9.28,60,62
Paris,August,2021,83,Low,64,97,7.63,73,87
Paris,September,2021,54,Very High,48,109,9.07,94,66
Paris,October,2021,62,Very High,57,149,6.74,59,60
Paris,November,2021,54,High,28,70,7.04,107,90
Paris,December,2021,49,Low,64,123,7.97,61,80
Paris,January,2022,53,Low,59,75,8.73,104,90
Paris,February,2022,71,High,52,47,9.92,81,84
Paris,March,2022,71,Medium,78,98,9.01,118,74
Paris,April,2022,69,Low,63,97,8.74,78,65
Paris,May,2022,60,Medium,36,138,5.43,121,90
Paris,June,2022,53,Very High,17,146,5.72,67,78
Paris,July,2022,74,Low,80,149,9.24,81,73
Paris,August,2022,59,Low,27,45,9.8,68,84
Paris,September,2022,46,High,64,77,8.3,63,97
Paris,October,2022,49,Medium,30,33,8.01,68,65
Paris,November,2022,60,Low,82,136,9.7,69,71
Paris,December,2022,75,High,77,119,9.8,110,86
Paris,January,2023,66,Medium,11,66,5.97,57,62
Paris,February,2023,83,High,74,50,8.0,104,89
Paris,March,2023,80,High,43,147,6.6,89,74
Paris,April,2023,72,Very High,44,41,8.84,66,73
Paris,May,2023,70,High,38,80,6.87,121,98
Paris,June,2023,49,High,69,91,8.91,101,84
Paris,July,2023,55,Low,57,112,8.16,84,66
Paris,August,2023,51,Low,52,33,9.11,70,94
Paris,September,2023,51,Low,11,126,7.62,74,95
Paris,October,2023,57,High,14,60,6.96,122,96
Paris,November,2023,47,Medium,71,35,9.37,61,79
Paris,December,2023,45,Very High,46,80,8.89,90,85
Prague,January,2014,67,Very High,22,72,7.15,114,66
Prague,February,2014,77,High,29,33,8.45,98,90
Prague,March,2014,82,Very High,14,67,5.74,109,65
Prague,April,2014,85,Low,39,143,5.3,68,70
Prague,May,2014,77,Medium,76,149,8.56,107,68
Prague,June,2014,66,Medium,65,35,10.0,99,75
Prague,July,2014,58,Very High,19,49,8.24,113,66
Prague,August,2014,45,Low,49,100,9.71,61,91
Prague,September,2014,51,Medium,31,149,6.12,58,77
Prague,October,2014,81,Medium,21,39,6.67,108,76
Prague,November,2014,75,Very High,66,113,9.4,65,96
Prague,December,2014,76,Low,46,81,7.67,129,68
Prague,January,2015,73,Medium,50,77,7.02,102,92
Prague,February,2015,73,Medium,15,109,7.66,57,75
Prague,March,2015,80,Low,23,67,6.81,122,85
Prague,April,2015,49,Low,69,115,7.77,109,89
Prague,May,2015,79,Very High,69,43,8.29,63,85
Prague,June,2015,72,Low,52,38,8.61,127,91
Prague,July,2015,58,High,70,44,9.52,54,94
Prague,August,2015,54,Very High,28,111,6.42,122,62
Prague,September,2015,83,High,17,149,6.14,105,90
Prague,October,2015,58,Low,12,127,6.75,84,76
Prague,November,2015,85,Low,28,38,7.13,60,79
Prague,December,2015,73,Very High,77,57,10.0,83,71
Prague,January,2016,48,Low,64,73,10.0,88,70
Prague,February,2016,57,Medium,63,91,8.92,70,87
Prague,March,2016,67,Very High,83,79,10.0,121,98
Prague,April,2016,57,Low,84,108,8.42,90,60
Prague,May,2016,54,Very High,28,93,8.73,64,86
Prague,June,2016,61,Medium,10,87,8.16,66,100
Prague,July,2016,73,High,84,42,8.94,74,86
Prague,August,2016,79,High,58,57,8.35,74,96
Prague,September,2016,45,Medium,56,32,9.66,89,92
Prague,October,2016,52,High,68,82,9.25,95,94
Prague,November,2016,72,Medium,52,44,10.0,108,87
Prague,December,2016,68,Low,30,99,6.99,86,87
Prague,January,2017,85,Medium,22,41,8.43,63,65
Prague,February,2017,46,High,62,43,10.0,129,94
Prague,March,2017,51,High,74,104,10.0,87,86
Prague,April,2017,58,Low,68,100,8.62,75,90
Prague,May,2017,52,Medium,69,82,10.0,100,60
Prague,June,2017,68,High,74,66,8.9,83,79
Prague,July,2017,71,High,10,145,6.6,54,60
Prague,August,2017,46,Low,57,137,9.11,126,80
Prague,September,2017,66,Low,83,85,8.87,100,72
Prague,October,2017,84,High,16,132,6.78,104,68
Prague,November,2017,85,Medium,32,81,8.32,116,70
Prague,December,2017,72,Low,26,94,5.86,123,85
Prague,January,2018,85,Very High,80,50,10.0,76,65
Prague,February,2018,50,Low,11,110,7.55,69,61
Prague,March,2018,84,High,20,103,5.87,66,89
Prague,April,2018,85,High,55,53,7.81,78,79
Prague,May,2018,57,Medium,41,122,8.33,98,76
Prague,June,2018,48,Medium,28,110,6.05,124,66
Prague,July,2018,52,Medium,25,43,7.51,83,71
Prague,August,2018,50,Low,56,146,8.83,100,66
Prague,September,2018,76,High,62,39,9.38,130,64
Prague,October,2018,58,High,58,143,7.16,107,70
Prague,November,2018,56,Medium,32,114,7.52,127,62
Prague,December,2018,52,Very High,54,91,10.0,126,94
Prague,January,2019,45,Low,42,148,6.23,127,61
Prague,February,2019,79,Low,75,127,7.05,96,67
Prague,March,2019,58,Low,27,58,6.93,66,77
Prague,April,2019,62,Medium,21,74,8.12,87,89
Prague,May,2019,76,Medium,61,148,6.28,72,72
Prague,June,2019,62,Very High,23,104,7.86,125,79
Prague,July,2019,55,High,72,85,10.0,104,98
Prague,August,2019,62,High,23,107,6.57,75,96
Prague,September,2019,67,Medium,18,87,5.97,54,92
Prague,October,2019,61,Medium,47,107,8.89,117,82
Prague,November,2019,70,Low,33,133,6.03,73,82
Prague,December,2019,60,Low,57,77,7.88,90,67
Prague,January,2020,45,Medium,11,121,6.16,109,96
Prague,February,2020,65,Very High,81,38,10.0,127,73
Prague,March,2020,78,Low,81,65,10.0,59,96
Prague,April,2020,71,High,65,70,10.0,75,72
Prague,May,2020,48,High,73,35,10.0,103,67
Prague,June,2020,52,Medium,51,105,8.03,123,61
Prague,July,2020,63,Low,83,30,10.0,86,68
Prague,August,2020,70,Low,78,147,8.16,93,61
Prague,September,2020,49,Medium,63,122,8.01,90,82
Prague,October,2020,70,Low,50,93,8.38,100,79
Prague,November,2020,74,Medium,25,137,5.66,129,66
Prague,December,2020,46,Low,11,47,6.94,91,87
Prague,January,2021,59,Low,34,122,8.36,97,94
Prague,February,2021,45,Very High,16,63,9.18,55,67
Prague,March,2021,48,Very High,19,63,7.55,128,84
Prague,April,2021,62,High,27,104,7.02,66,80
Prague,May,2021,54,High,62,111,8.48,65,93
Prague,June,2021,78,Low,71,114,8.19,85,80
Prague,July,2021,75,Low,43,128,6.3,60,82
Prague,August,2021,80,High,41,114,7.4,76,64
Prague,September,2021,49,Very High,17,57,6.61,77,89
Prague,October,2021,69,Low,23,73,6.52,125,93
Prague,November,2021,77,Very High,49,120,7.11,69,92
Prague,December,2021,51,Very High,38,147,6.64,107,99
Prague,January,2022,77,Low,61,54,7.76,104,70
Prague,February,2022,64,Very High,83,112,7.97,109,66
Prague,March,2022,52,Low,68,53,9.4,110,93
Prague,April,2022,73,Medium,25,148,6.0,95,87
Prague,May,2022,58,Low,74,85,9.54,56,88
Prague,June,2022,62,Medium,16,113,6.17,104,72
Prague,July,2022,63,Low,32,106,6.6,127,91
Prague,August,2022,78,Medium,16,112,5.31,64,74
Prague,September,2022,52,Low,14,103,6.24,58,94
Prague,October,2022,51,Medium,61,80,8.99,78,77
Prague,November,2022,76,Low,36,74,8.09,126,78
Prague,December,2022,45,Low,74,146,9.29,111,79
Prague,January,2023,60,Low,18,51,6.96,108,69
Prague,February,2023,45,High,64,72,8.33,83,64
Prague,March,2023,55,High,11,106,6.23,110,97
Prague,April,2023,45,Medium,41,90,7.32,52,96
Prague,May,2023,63,High,77,94,8.31,68,66
Prague,June,2023,51,Medium,52,87,8.78,94,94
Prague,July,2023,61,High,42,76,8.21,95,79
Prague,August,2023,66,Very High,71,44,9.29,116,100
Prague,September,2023,46,Low,62,139,7.48,68,82
Prague,October,2023,76,Low,83,124,9.15,105,83
Prague,November,2023,58,High,34,147,8.04,63,77
Prague,December,2023,85,High,67,142,7.37,83,82
Rome,January,2014,66,Medium,63,150,9.02,89,72
Rome,February,2014,47,Medium,53,136,8.33,105,89
Rome,March,2014,81,Very High,54,66,7.24,51,91
Rome,April,2014,54,Medium,29,96,9.02,129,95
Rome,May,2014,55,Medium,46,38,10.0,51,89
Rome,June,2014,47,Low,85,45,9.75,89,60
Rome,July,2014,72,Medium,10,36,6.77,94,78
Rome,August,2014,77,High,81,49,10.0,84,69
Rome,September,2014,57,Medium,20,67,6.91,110,82
Rome,October,2014,60,High,59,84,8.58,62,76
Rome,November,2014,64,Medium,32,102,7.13,91,97
Rome,December,2014,53,High,35,62,7.48,120,72
Rome,January,2015,64,Medium,48,102,9.24,109,94
Rome,February,2015,56,Medium,65,42,9.0,106,80
Rome,March,2015,77,Very High,55,89,7.67,109,86
Rome,April,2015,71,Medium,81,33,10.0,103,65
Rome,May,2015,53,High,48,130,6.96,115,83
Rome,June,2015,53,High,82,142,8.23,100,68
Rome,July,2015,70,High,69,133,8.79,116,89
Rome,August,2015,48,Low,44,136,9.06,63,81
Rome,September,2015,83,Low,47,102,7.29,92,63
Rome,October,2015,52,High,75,124,9.61,76,93
Rome,November,2015,54,Medium,73,47,9.53,69,79
Rome,December,2015,85,Medium,10,133,5.14,75,67
Rome,January,2016,49,Low,25,96,6.4,76,66
Rome,February,2016,75,Low,74,86,8.66,65,79
Rome,March,2016,70,Medium,33,134,5.74,119,76
Rome,April,2016,84,High,25,85,5.72,52,71
Rome,May,2016,54,High,40,51,8.99,119,72
Rome,June,2016,75,Medium,47,115,6.13,125,91
Rome,July,2016,68,High,60,79,9.37,63,89
Rome,August,2016,71,High,28,33,7.68,65,96
Rome,September,2016,69,Low,48,34,9.61,129,88
Rome,October,2016,47,Very High,55,47,9.75,108,77
Rome,November,2016,45,Very High,55,94,10.0,114,73
Rome,December,2016,67,Very High,77,79,9.53,72,69
Rome,January,2017,67,High,82,73,9.69,67,77
Rome,February,2017,64,Very High,18,147,6.88,111,84
Rome,March,2017,75,High,33,103,7.64,114,93
Rome,April,2017,61,Low,51,105,9.48,94,97
Rome,May,2017,84,High,18,35,6.09,70,74
Rome,June,2017,51,High,73,149,8.95,91,74
Rome,July,2017,60,Low,32,123,8.2,103,64
Rome,August,2017,48,High,24,34,9.88,59,88
Rome,September,2017,68,High,13,148,4.54,63,88
Rome,October,2017,69,Low,83,101,8.33,82,91
Rome,November,2017,73,High,38,55,8.96,105,93
Rome,December,2017,57,Low,13,110,7.99,62,73
Rome,January,2018,47,High,10,76,8.29,122,94
Rome,February,2018,49,Medium,77,93,8.82,76,96
Rome,March,2018,75,Medium,55,109,8.97,67,64
Rome,April,2018,73,Medium,58,141,6.02,60,68
Rome,May,2018,78,Medium,25,93,5.99,126,94
Rome,June,2018,66,Low,47,148,7.92,99,82
Rome,July,2018,49,Very High,30,66,7.13,123,75
Rome,August,2018,78,Very High,74,69,8.94,57,94
Rome,September,2018,52,Medium,43,113,6.49,93,86
Rome,October,2018,61,Low,17,47,7.02,92,63
Rome,November,2018,60,Medium,82,145,8.91,54,82
Rome,December,2018,49,Very High,20,143,6.62,66,77
Rome,January,2019,47,Low,73,94,8.81,94,87
Rome,February,2019,75,Medium,39,32,9.96,53,72
Rome,March,2019,79,High,58,117,8.16,52,95
Rome,April,2019,75,Low,58,119,6.57,104,95
Rome,May,2019,53,Low,25,144,6.88,97,82
Rome,June,2019,57,Medium,17,60,6.97,125,60
Rome,July,2019,59,Medium,78,102,7.95,51,75
Rome,August,2019,48,Low,26,86,6.92,55,80
Rome,September,2019,67,High,41,67,7.18,100,90
Rome,October,2019,52,High,19,62,9.28,76,91
Rome,November,2019,67,Very High,38,86,8.43,96,95
Rome,December,2019,63,Very High,41,97,8.99,90,94
Rome,January,2020,77,Low,54,145,6.68,129,91
Rome,February,2020,62,Low,27,137,7.91,79,79
Rome,March,2020,80,Low,57,122,8.39,68,62
Rome,April,2020,60,High,68,44,8.6,54,77
Rome,May,2020,62,Medium,48,135,8.76,57,77
Rome,June,2020,84,Medium,12,140,4.81,106,62
Rome,July,2020,59,Low,33,114,7.06,56,79
Rome,August,2020,47,Medium,54,149,6.35,127,81
Rome,September,2020,61,High,85,57,10.0,93,99
Rome,October,2020,72,Very High,17,133,4.69,99,78
Rome,November,2020,79,Medium,83,122,8.71,116,76
Rome,December,2020,55,Very High,69,125,10.0,80,68
Rome,January,2021,45,Medium,45,40,10.0,119,78
Rome,February,2021,66,Medium,14,108,5.74,84,76
Rome,March,2021,83,Low,49,102,7.91,83,71
Rome,April,2021,73,Medium,66,31,9.73,95,90
Rome,May,2021,85,High,37,82,5.97,60,77
Rome,June,2021,84,Medium,18,86,5.52,85,76
Rome,July,2021,76,Low,32,48,9.15,56,74
Rome,August,2021,52,High,33,117,7.44,106,97
Rome,September,2021,65,Low,39,37,10.0,83,76
Rome,October,2021,46,High,55,99,9.49,126,75
Rome,November,2021,67,Low,74,86,8.07,59,75
Rome,December,2021,58,Medium,57,136,8.79,103,64
Rome,January,2022,72,Very High,28,33,7.78,96,81
Rome,February,2022,71,Very High,57,90,9.68,87,99
Rome,March,2022,46,Low,15,67,9.17,125,61
Rome,April,2022,51,High,50,95,9.22,115,97
Rome,May,2022,67,Very High,58,136,7.84,69,84
Rome,June,2022,50,Very High,38,102,7.99,123,100
Rome,July,2022,80,High,78,123,7.12,117,63
Rome,August,2022,83,Medium,77,96,8.49,84,72
Rome,September,2022,81,Medium,41,72,7.0,96,74
Rome,October,2022,74,Medium,24,118,5.6,102,83
Rome,November,2022,50,Medium,74,39,10.0,111,98
Rome,December,2022,59,Medium,63,59,9.78,66,94
Rome,January,2023,60,High,62,116,8.61,67,98
Rome,February,2023,61,High,53,70,7.74,102,86
Rome,March,2023,77,Very High,83,93,9.55,75,71
Rome,April,2023,74,Low,25,83,6.41,120,90
Rome,May,2023,51,Low,14,136,6.1,71,64
Rome,June,2023,53,Medium,77,147,8.21,104,82
Rome,July,2023,53,Medium,81,60,10.0,65,81
Rome,August,2023,66,Medium,23,122,5.14,95,88
Rome,September,2023,71,High,65,67,9.9,67,71
Rome,October,2023,82,Very High,75,40,8.7,50,97
Rome,November,2023,82,Medium,68,78,8.16,72,92
Rome,December,2023,82,Medium,22,59,6.63,93,63
San Francisco,January,2014,81,Medium,77,104,8.59,104,78
San Francisco,February,2014,65,Medium,32,48,7.0,76,87
San Francisco,March,2014,78,Medium,50,42,8.36,71,67
San Francisco,April,2014,63,Medium,66,58,10.0,86,76
San Francisco,May,2014,83,High,39,115,6.11,62,73
San Francisco,June,2014,80,High,31,33,8.48,55,94
San Francisco,July,2014,79,High,10,92,7.19,53,83
San Francisco,August,2014,58,Medium,83,84,10.0,116,68
San Francisco,September,2014,74,Medium,24,121,6.94,65,88
San Francisco,October,2014,72,Medium,21,140,4.79,85,67
San Francisco,November,2014,67,High,38,123,5.77,70,92
San Francisco,December,2014,66,Medium,75,116,9.53,90,62
San Francisco,January,2015,72,Low,76,70,8.55,121,100
San Francisco,February,2015,47,Very High,11,61,6.72,98,74
San Francisco,March,2015,57,Medium,29,92,8.55,113,78
San Francisco,April,2015,53,Low,21,96,8.4,77,60
San Francisco,May,2015,72,Low,81,108,8.05,72,62
San Francisco,June,2015,71,High,58,110,8.24,94,90
San Francisco,July,2015,78,High,33,142,5.54,79,78
San Francisco,August,2015,76,Medium,60,106,7.57,111,78
San Francisco,September,2015,51,Low,46,83,10.0,91,75
San Francisco,October,2015,72,Low,69,70,9.68,94,85
San Francisco,November,2015,53,High,71,137,9.42,112,98
San Francisco,December,2015,71,High,13,67,6.35,77,86
San Francisco,January,2016,48,Medium,51,63,9.86,102,85
San Francisco,February,2016,73,Medium,43,146,5.27,112,74
San Francisco,March,2016,66,High,15,69,7.08,78,96
San Francisco,April,2016,55,Medium,24,108,7.48,66,98
San Francisco,May,2016,79,Low,12,132,5.11,92,82
San Francisco,June,2016,80,Low,16,96,5.45,118,72
San Francisco,July,2016,55,High,60,140,8.6,87,70
San Francisco,August,2016,68,Medium,37,100,8.14,51,62
San Francisco,September,2016,46,High,77,43,10.0,112,62
San Francisco,October,2016,55,Medium,13,59,8.08,81,62
San Francisco,November,2016,62,High,58,113,7.9,84,65
San Francisco,December,2016,49,Low,63,32,8.95,119,98
San Francisco,January,2017,54,Low,85,131,8.83,127,79
San Francisco,February,2017,65,Medium,12,68,6.49,75,66
San Francisco,March,2017,61,Very High,83,90,9.32,104,65
San Francisco,April,2017,59,Very High,81,65,10.0,118,92
San Francisco,May,2017,60,Medium,73,123,8.34,97,94
San Francisco,June,2017,51,Medium,83,33,10.0,79,88
San Francisco,July,2017,68,Medium,23,112,6.07,68,100
San Francisco,August,2017,50,Low,31,56,9.71,112,97
San Francisco,September,2017,60,Low,61,108,9.49,116,96
San Francisco,October,2017,59,Low,73,62,9.65,93,69
San Francisco,November,2017,47,Medium,82,106,9.47,50,77
San Francisco,December,2017,58,High,72,99,9.16,80,80
San Francisco,January,2018,74,High,75,101,9.84,60,66
San Francisco,February,2018,72,High,58,46,10.0,70,93
San Francisco,March,2018,52,Low,66,141,9.68,54,87
San Francisco,April,2018,76,Low,77,92,7.88,120,86
San Francisco,May,2018,70,Low,25,85,8.69,84,93
San Francisco,June,2018,65,High,57,102,8.74,68,78
San Francisco,July,2018,78,High,57,96,8.33,110,89
San Francisco,August,2018,58,Very High,27,51,8.39,110,60
San Francisco,September,2018,65,Medium,29,90,6.11,50,79
San Francisco,October,2018,57,Low,22,98,7.09,62,63
San Francisco,November,2018,84,Medium,30,38,7.47,121,74
San Francisco,December,2018,67,High,34,65,7.4,104,97
San Francisco,January,2019,64,Medium,61,149,6.8,119,72
San Francisco,February,2019,49,Medium,23,123,6.14,72,76
San Francisco,March,2019,81,Low,76,105,8.94,99,81
San Francisco,April,2019,81,High,85,107,8.16,128,90
San Francisco,May,2019,58,Low,39,57,7.45,128,69
San Francisco,June,2019,54,Low,10,71,6.09,56,68
San Francisco,July,2019,77,High,64,115,7.87,88,92
San Francisco,August,2019,52,Low,60,78,10.0,110,82
San Francisco,September,2019,64,High,50,97,6.87,127,73
San Francisco,October,2019,55,Very High,45,121,6.66,105,95
San Francisco,November,2019,73,Medium,42,117,6.01,105,82
San Francisco,December,2019,56,Low,56,139,7.68,94,87
San Francisco,January,2020,58,High,34,78,7.68,51,72
San Francisco,February,2020,73,Medium,34,30,8.83,92,66
San Francisco,March,2020,68,Very High,74,147,6.52,84,62
San Francisco,April,2020,62,High,60,35,10.0,82,77
San Francisco,May,2020,85,Low,83,135,6.66,110,98
San Francisco,June,2020,85,Medium,32,90,7.68,119,66
San Francisco,July,2020,47,Medium,29,120,8.06,66,65
San Francisco,August,2020,71,High,25,37,7.96,57,80
San Francisco,September,2020,51,Very High,45,139,6.57,128,61
San Francisco,October,2020,66,High,50,144,7.77,125,83
San Francisco,November,2020,78,Low,61,83,9.45,57,64
San Francisco,December,2020,57,High,74,48,10.0,60,71
San Francisco,January,2021,73,Low,35,118,6.87,72,100
San Francisco,February,2021,45,Medium,81,74,9.26,109,96
San Francisco,March,2021,50,Medium,69,41,9.29,61,71
San Francisco,April,2021,50,Low,85,110,10.0,71,60
San Francisco,May,2021,58,High,68,40,10.0,81,79
San Francisco,June,2021,57,High,26,69,6.61,86,71
San Francisco,July,2021,62,Low,50,82,7.68,74,77
San Francisco,August,2021,57,Low,47,63,9.5,83,65
San Francisco,September,2021,76,Medium,56,74,9.3,116,88
San Francisco,October,2021,85,High,31,34,9.36,124,84
San Francisco,November,2021,54,Medium,36,119,7.24,86,73
San Francisco,December,2021,66,High,74,100,9.97,84,65
San Francisco,January,2022,77,High,43,57,8.17,54,67
San Francisco,February,2022,78,High,33,90,6.1,125,80
San Francisco,March,2022,68,Medium,85,145,7.06,63,100
San Francisco,April,2022,67,Very High,11,50,7.19,92,81
San Francisco,May,2022,51,Low,55,69,8.28,119,71
San Francisco,June,2022,46,Medium,68,105,9.47,105,85
San Francisco,July,2022,75,High,42,122,6.61,93,90
San Francisco,August,2022,70,Medium,39,127,8.22,114,66
San Francisco,September,2022,71,Medium,44,103,7.27,53,70
San Francisco,October,2022,77,Low,48,143,7.04,117,72
San Francisco,November,2022,81,High,26,114,5.83,56,65
San Francisco,December,2022,64,High,28,132,6.1,100,70
San Francisco,January,2023,74,Low,28,55,8.95,88,79
San Francisco,February,2023,50,Low,36,85,7.01,81,69
San Francisco,March,2023,80,High,57,30,9.21,94,66
San Francisco,April,2023,75,Medium,60,119,6.91,110,84
San Francisco,May,2023,74,High,22,79,5.97,67,85
San Francisco,June,2023,65,Very High,64,106,8.17,59,82
San Francisco,July,2023,76,High,85,33,9.63,127,71
San Francisco,August,2023,60,Medium,53,94,9.41,128,98
San Francisco,September,2023,70,Very High,39,47,8.52,55,73
San Francisco,October,2023,64,Medium,53,79,9.08,104,69
San Francisco,November,2023,63,Medium,71,34,9.55,103,71
San Francisco,December,2023,55,Medium,76,136,7.49,60,82
Stockholm,January,2014,51,High,61,132,9.19,70,80
Stockholm,February,2014,53,Medium,59,117,8.29,112,85
Stockholm,March,2014,72,High,48,84,7.36,64,98
Stockholm,April,2014,73,Medium,70,121,7.7,118,83
Stockholm,May,2014,52,High,64,98,9.82,60,69
Stockholm,June,2014,45,Medium,85,63,9.88,128,89
Stockholm,July,2014,72,Low,46,35,7.84,112,89
Stockholm,August,2014,68,Low,57,62,8.78,87,61
Stockholm,September,2014,79,Medium,47,75,7.76,107,80
Stockholm,October,2014,64,High,24,75,8.24,118,85
Stockholm,November,2014,60,Low,78,42,9.36,68,100
Stockholm,December,2014,76,Medium,45,74,9.46,129,75
Stockholm,January,2015,78,Medium,15,39,6.96,54,69
Stockholm,February,2015,83,Very High,22,78,6.87,60,81
Stockholm,March,2015,85,High,64,81,6.96,82,65
Stockholm,April,2015,72,Very High,34,103,6.42,88,99
Stockholm,May,2015,77,Medium,41,118,7.87,97,96
Stockholm,June,2015,75,Low,65,65,9.79,73,77
Stockholm,July,2015,77,High,61,146,6.25,86,77
Stockholm,August,2015,45,Medium,12,130,6.27,66,77
Stockholm,September,2015,62,Medium,50,42,8.46,52,80
Stockholm,October,2015,59,Low,46,123,8.25,108,97
Stockholm,November,2015,71,High,52,99,7.64,121,60
Stockholm,December,2015,66,Medium,54,135,7.31,109,91
Stockholm,January,2016,58,Medium,31,116,6.85,101,62
Stockholm,February,2016,81,Very High,72,101,9.88,60,73
Stockholm,March,2016,78,Medium,47,126,6.47,109,61
Stockholm,April,2016,54,High,31,109,6.99,105,86
Stockholm,May,2016,46,High,46,101,9.17,80,84
Stockholm,June,2016,79,Low,25,42,7.48,77,67
Stockholm,July,2016,81,Medium,30,128,7.04,101,95
Stockholm,August,2016,71,Medium,37,83,8.89,85,80
Stockholm,September,2016,68,High,50,94,8.19,100,74
Stockholm,October,2016,70,Medium,69,66,10.0,107,70
Stockholm,November,2016,56,Medium,10,98,7.75,109,71
Stockholm,December,2016,51,Medium,63,83,9.06,53,99
Stockholm,January,2017,59,Low,74,40,10.0,102,61
Stockholm,February,2017,65,High,31,102,7.63,61,83
Stockholm,March,2017,46,High,59,100,9.01,74,70
Stockholm,April,2017,74,Medium,40,52,8.26,75,80
Stockholm,May,2017,53,Medium,13,56,8.04,108,75
Stockholm,June,2017,83,Medium,40,131,5.52,109,92
Stockholm,July,2017,52,High,52,141,8.96,70,75
Stockholm,August,2017,74,High,18,30,8.65,102,93
Stockholm,September,2017,75,Very High,19,130,5.66,83,94
Stockholm,October,2017,52,High,78,121,7.71,111,63
Stockholm,November,2017,63,High,15,76,6.89,115,100
Stockholm,December,2017,73,Medium,25,43,6.89,83,97
Stockholm,January,2018,52,High,56,82,9.51,68,75
Stockholm,February,2018,75,Low,22,72,7.62,59,89
Stockholm,March,2018,76,High,43,73,7.37,106,81
Stockholm,April,2018,73,High,82,65,10.0,67,69
Stockholm,May,2018,78,Medium,38,142,5.95,96,78
Stockholm,June,2018,64,Very High,30,102,7.64,110,88
Stockholm,July,2018,63,Low,26,48,8.51,99,76
Stockholm,August,2018,85,Low,37,104,6.26,124,60
Stockholm,September,2018,61,Medium,75,125,9.78,116,85
Stockholm,October,2018,75,High,31,74,7.94,125,92
Stockholm,November,2018,65,Medium,58,140,8.85,71,93
Stockholm,December,2018,75,Low,58,31,9.96,58,81
Stockholm,January,2019,59,Medium,38,49,8.1,65,72
Stockholm,February,2019,67,Medium,82,146,8.77,51,93
Stockholm,March,2019,59,High,56,115,6.77,130,66
Stockholm,April,2019,66,Medium,44,100,9.16,118,65
Stockholm,May,2019,48,Medium,76,61,9.61,73,75
Stockholm,June,2019,59,High,68,52,8.53,127,77
Stockholm,July,2019,80,Medium,34,123,7.49,58,68
Stockholm,August,2019,78,Medium,36,59,7.15,124,90
Stockholm,September,2019,74,Low,16,70,7.89,59,72
Stockholm,October,2019,75,Low,20,90,5.84,119,97
Stockholm,November,2019,58,Medium,48,102,6.67,105,67
Stockholm,December,2019,73,High,34,105,7.99,128,89
Stockholm,January,2020,45,Medium,62,106,8.32,130,71
Stockholm,February,2020,66,Medium,75,66,10.0,88,76
Stockholm,March,2020,79,Low,45,116,7.29,89,100
Stockholm,April,2020,73,Low,33,92,5.81,115,90
Stockholm,May,2020,76,Low,18,127,5.7,88,66
Stockholm,June,2020,73,Medium,78,135,7.28,63,74
Stockholm,July,2020,58,Medium,49,70,9.62,110,66
Stockholm,August,2020,64,Very High,36,103,7.98,91,70
Stockholm,September,2020,57,High,31,139,5.72,70,80
Stockholm,October,2020,78,Very High,63,129,8.28,79,76
Stockholm,November,2020,75,Very High,48,77,7.06,92,82
Stockholm,December,2020,65,Medium,64,102,8.25,103,60
Stockholm,January,2021,70,Low,62,75,9.32,67,89
Stockholm,February,2021,62,Low,35,56,8.91,82,78
Stockholm,March,2021,68,Low,64,131,7.55,121,95
Stockholm,April,2021,57,High,74,86,10.0,63,64
Stockholm,May,2021,60,Low,71,150,8.7,110,62
Stockholm,June,2021,69,High,72,61,8.93,127,97
Stockholm,July,2021,69,Low,17,111,5.92,118,83
Stockholm,August,2021,73,Very High,24,90,5.87,59,80
Stockholm,September,2021,71,High,29,105,6.33,75,95
Stockholm,October,2021,50,Medium,51,103,8.62,83,95
Stockholm,November,2021,78,High,12,47,8.02,58,80
Stockholm,December,2021,68,Very High,67,125,9.29,73,80
Stockholm,January,2022,74,Low,56,72,7.68,83,76
Stockholm,February,2022,83,High,12,47,5.91,102,87
Stockholm,March,2022,70,High,16,136,5.91,115,83
Stockholm,April,2022,46,Medium,14,94,8.42,91,94
Stockholm,May,2022,76,Medium,52,111,6.28,59,96
Stockholm,June,2022,50,Very High,24,98,6.47,115,65
Stockholm,July,2022,81,Very High,34,126,5.13,105,77
Stockholm,August,2022,74,Medium,29,113,6.17,73,96
Stockholm,September,2022,66,Medium,65,143,6.32,123,78
Stockholm,October,2022,45,High,59,32,8.9,91,87
Stockholm,November,2022,54,Medium,38,104,8.34,91,94
Stockholm,December,2022,74,High,35,128,7.58,95,96
Stockholm,January,2023,54,Low,28,56,7.81,62,61
Stockholm,February,2023,79,High,15,129,4.53,94,64
Stockholm,March,2023,65,Very High,39,114,6.46,88,70
Stockholm,April,2023,72,Very High,39,149,7.68,95,61
Stockholm,May,2023,53,Very High,66,45,10.0,98,61
Stockholm,June,2023,73,Very High,36,78,6.34,106,85
Stockholm,July,2023,57,Low,58,105,9.45,61,71
Stockholm,August,2023,77,Very High,76,45,8.82,76,67
Stockholm,September,2023,76,High,55,125,8.91,103,72
Stockholm,October,2023,58,Very High,74,76,9.63,115,67
Stockholm,November,2023,74,Low,58,132,7.22,62,82
Stockholm,December,2023,68,Very High,18,85,8.32,88,74
Sydney,January,2014,50,High,59,142,7.93,85,80
Sydney,February,2014,47,Low,41,52,9.38,66,93
