city,month,year,decibel_level,traffic_density,green_space_area,air_quality_index,happiness_score,cost_of_living_index,healthcare_index,date,period
San Francisco,June,2021,64,Low,85.0,89.0,8.93,109,69.0,2021-06-01,2021-06
Paris,June,2021,60,Low,47.0,140.0,6.73,116,68.0,2021-06-01,2021-06
Melbourne,June,2021,84,High,43.0,54.0,6.96,115,64.0,2021-06-01,2021-06
Lisbon,June,2021,84,Very High,42.0,115.0,6.8,58,86.0,2021-06-01,2021-06
Stockholm,June,2021,64,Medium,59.0,138.0,7.8,68,91.0,2021-06-01,2021-06
Oslo,June,2021,84,High,10.0,135.0,5.83,101,70.0,2021-06-01,2021-06
Paris,June,2021,46,Low,32.0,78.0,7.46,128,64.0,2021-06-01,2021-06
London,June,2021,83,Low,31.0,133.0,5.13,58,77.0,2021-06-01,2021-06
Paris,June,2021,66,High,59.0,81.0,8.37,58,84.0,2021-06-01,2021-06
Dublin,June,2021,82,Very High,25.0,123.0,7.18,112,82.0,2021-06-01,2021-06
Tokyo,June,2021,77,Medium,73.0,65.0,10.0,79,76.0,2021-06-01,2021-06
Zurich,June,2021,55,High,76.0,89.0,9.92,73,85.0,2021-06-01,2021-06
Vienna,June,2021,73,High,83.0,140.0,6.94,88,97.0,2021-06-01,2021-06
Barcelona,June,2021,70,Very High,83.0,90.0,9.95,54,93.0,2021-06-01,2021-06
Copenhagen,June,2021,82,Low,75.0,102.0,9.76,50,96.0,2021-06-01,2021-06
Helsinki,June,2021,50,Medium,11.0,117.0,6.95,119,96.0,2021-06-01,2021-06
Berlin,June,2021,57,Low,44.0,58.0,8.86,58,88.0,2021-06-01,2021-06
Auckland,June,2021,51,Medium,27.0,67.0,7.72,119,93.0,2021-06-01,2021-06
Toronto,June,2021,85,High,52.0,136.0,6.98,81,85.0,2021-06-01,2021-06
Sydney,June,2021,84,Very High,47.0,128.0,5.84,92,80.0,2021-06-01,2021-06
Warsaw,June,2021,51,Medium,59.0,134.0,7.01,79,70.0,2021-06-01,2021-06
Barcelona,July,2021,50,High,37.0,46.0,9.35,105,100.0,2021-07-01,2021-07
Berlin,July,2021,81,Low,58.0,80.0,8.14,117,62.0,2021-07-01,2021-07
Oslo,July,2021,85,High,40.0,68.0,8.02,52,82.0,2021-07-01,2021-07
Zurich,July,2021,85,High,63.0,37.0,8.95,77,83.0,2021-07-01,2021-07
San Francisco,July,2021,47,Low,55.0,103.0,9.56,63,70.0,2021-07-01,2021-07
Tokyo,July,2021,59,Medium,32.0,50.0,9.46,124,93.0,2021-07-01,2021-07
Warsaw,July,2021,69,Low,62.0,147.0,8.25,86,92.0,2021-07-01,2021-07
Helsinki,July,2021,61,High,25.0,114.0,5.5,106,80.0,2021-07-01,2021-07
Prague,July,2021,50,Medium,47.0,106.0,6.79,75,77.0,2021-07-01,2021-07
Paris,July,2021,59,Low,23.0,130.0,6.37,124,70.0,2021-07-01,2021-07
Stockholm,July,2021,83,Low,28.0,87.0,8.27,117,73.0,2021-07-01,2021-07
Melbourne,July,2021,68,Low,84.0,131.0,8.18,89,78.0,2021-07-01,2021-07
Vienna,July,2021,57,High,37.0,37.0,7.76,65,63.0,2021-07-01,2021-07
Lisbon,July,2021,60,Very High,30.0,80.0,7.5,59,77.0,2021-07-01,2021-07
Sydney,July,2021,45,Very High,74.0,35.0,9.53,111,83.0,2021-07-01,2021-07
Auckland,July,2021,60,Medium,31.0,35.0,7.96,128,88.0,2021-07-01,2021-07
Toronto,July,2021,79,High,46.0,109.0,6.5,114,98.0,2021-07-01,2021-07
London,July,2021,55,High,33.0,31.0,7.72,115,92.0,2021-07-01,2021-07
Dublin,July,2021,79,Very High,59.0,133.0,7.89,101,68.0,2021-07-01,2021-07
Montreal,July,2021,51,Low,69.0,90.0,10.0,116,63.0,2021-07-01,2021-07
Zurich,July,2021,51,High,54.0,99.0,8.84,78,69.0,2021-07-01,2021-07
Rome,July,2021,85,Low,63.0,118.0,7.68,62,62.0,2021-07-01,2021-07
Copenhagen,July,2021,51,Low,25.0,105.0,7.85,69,89.0,2021-07-01,2021-07
San Francisco,August,2021,49,Medium,75.0,88.0,10.0,114,93.0,2021-08-01,2021-08
Stockholm,August,2021,78,High,68.0,107.0,7.23,77,83.0,2021-08-01,2021-08
Tokyo,August,2021,45,High,25.0,47.0,8.26,84,76.0,2021-08-01,2021-08
Helsinki,August,2021,49,Medium,20.0,108.0,7.15,83,77.0,2021-08-01,2021-08
Montreal,August,2021,54,High,18.0,78.0,6.87,124,71.0,2021-08-01,2021-08
Berlin,August,2021,48,Very High,15.0,96.0,6.6,106,79.0,2021-08-01,2021-08
Oslo,August,2021,83,Medium,78.0,30.0,9.36,84,92.0,2021-08-01,2021-08
Vienna,August,2021,51,Medium,17.0,137.0,6.97,96,72.0,2021-08-01,2021-08
Auckland,August,2021,69,Very High,83.0,89.0,8.39,103,72.0,2021-08-01,2021-08
Warsaw,August,2021,60,Very High,18.0,139.0,7.44,130,77.0,2021-08-01,2021-08
Prague,August,2021,58,High,41.0,101.0,7.33,89,63.0,2021-08-01,2021-08
Dublin,August,2021,71,Low,57.0,61.0,8.94,73,82.0,2021-08-01,2021-08
New York,August,2021,85,Medium,40.0,37.0,8.71,91,87.0,2021-08-01,2021-08
Rome,August,2021,55,High,83.0,58.0,10.0,88,85.0,2021-08-01,2021-08
Barcelona,August,2021,45,High,80.0,65.0,9.5,129,86.0,2021-08-01,2021-08
Paris,August,2021,71,High,39.0,101.0,6.37,123,81.0,2021-08-01,2021-08
Lisbon,August,2021,78,High,45.0,31.0,9.32,63,98.0,2021-08-01,2021-08
Sydney,August,2021,57,Low,61.0,88.0,9.97,64,88.0,2021-08-01,2021-08
Toronto,August,2021,62,Low,45.0,86.0,7.78,81,65.0,2021-08-01,2021-08
London,August,2021,74,Low,57.0,65.0,9.52,64,70.0,2021-08-01,2021-08
San Francisco,August,2021,85,Medium,41.0,103.0,8.32,126,66.0,2021-08-01,2021-08
London,August,2021,82,Low,65.0,126.0,6.55,67,79.0,2021-08-01,2021-08
Zurich,August,2021,60,Low,18.0,95.0,6.84,124,61.0,2021-08-01,2021-08
Melbourne,August,2021,51,High,63.0,138.0,9.61,104,80.0,2021-08-01,2021-08
Copenhagen,August,2021,81,Medium,15.0,87.0,5.1,56,78.0,2021-08-01,2021-08
Oslo,September,2021,75,High,19.0,98.0,5.86,50,84.0,2021-09-01,2021-09
Auckland,September,2021,55,Very High,76.0,66.0,10.0,115,87.0,2021-09-01,2021-09
Lisbon,September,2021,61,High,53.0,35.0,10.0,109,70.0,2021-09-01,2021-09
Vienna,September,2021,83,High,30.0,110.0,5.19,119,89.0,2021-09-01,2021-09
Copenhagen,September,2021,69,Medium,61.0,139.0,7.56,86,69.0,2021-09-01,2021-09
Toronto,September,2021,62,Medium,59.0,102.0,9.83,122,61.0,2021-09-01,2021-09
Warsaw,September,2021,64,High,83.0,139.0,8.84,123,61.0,2021-09-01,2021-09
London,September,2021,78,Low,60.0,122.0,8.63,116,98.0,2021-09-01,2021-09
Helsinki,September,2021,82,Very High,14.0,94.0,7.7,120,63.0,2021-09-01,2021-09
Prague,September,2021,62,Low,11.0,122.0,6.25,108,79.0,2021-09-01,2021-09
Tokyo,September,2021,69,Low,24.0,89.0,6.3,87,95.0,2021-09-01,2021-09
Paris,September,2021,55,High,29.0,73.0,7.22,103,100.0,2021-09-01,2021-09
Berlin,September,2021,77,Very High,69.0,87.0,8.45,124,94.0,2021-09-01,2021-09
Dublin,September,2021,71,Very High,49.0,41.0,10.0,61,64.0,2021-09-01,2021-09
Barcelona,September,2021,67,Very High,22.0,141.0,5.97,83,91.0,2021-09-01,2021-09
Rome,September,2021,61,Low,39.0,32.0,9.84,122,96.0,2021-09-01,2021-09
Montreal,September,2021,48,Low,31.0,91.0,9.26,77,94.0,2021-09-01,2021-09
Melbourne,September,2021,69,High,21.0,75.0,5.95,65,93.0,2021-09-01,2021-09
Stockholm,September,2021,46,Medium,56.0,117.0,9.23,51,87.0,2021-09-01,2021-09
New York,September,2021,67,Low,58.0,92.0,9.84,64,78.0,2021-09-01,2021-09
Berlin,October,2021,55,Medium,68.0,71.0,8.41,65,88.0,2021-10-01,2021-10
San Francisco,October,2021,78,Very High,76.0,125.0,8.24,68,95.0,2021-10-01,2021-10
Toronto,October,2021,71,Medium,42.0,70.0,8.26,59,75.0,2021-10-01,2021-10
Paris,October,2021,51,Medium,64.0,103.0,9.39,118,96.0,2021-10-01,2021-10
Sydney,October,2021,53,Medium,52.0,83.0,7.76,80,90.0,2021-10-01,2021-10
Montreal,October,2021,96,Low,54.0,58.0,9.01,105,70.0,2021-10-01,2021-10
Helsinki,October,2021,77,High,15.0,74.0,6.42,115,73.0,2021-10-01,2021-10
Warsaw,October,2021,63,High,40.0,131.0,7.02,114,61.0,2021-10-01,2021-10
Auckland,October,2021,46,Very High,57.0,40.0,9.01,62,81.0,2021-10-01,2021-10
Oslo,October,2021,82,Very High,16.0,113.0,4.42,68,92.0,2021-10-01,2021-10
Lisbon,October,2021,72,Low,56.0,138.0,8.02,63,77.0,2021-10-01,2021-10
Barcelona,October,2021,48,High,60.0,72.0,10.0,84,61.0,2021-10-01,2021-10
Melbourne,October,2021,70,Medium,75.0,139.0,9.05,67,95.0,2021-10-01,2021-10
Dublin,October,2021,53,High,11.0,84.0,6.89,115,94.0,2021-10-01,2021-10
Prague,October,2021,56,Medium,41.0,115.0,6.34,90,75.0,2021-10-01,2021-10
Vienna,October,2021,83,Medium,33.0,147.0,6.86,62,95.0,2021-10-01,2021-10
Tokyo,October,2021,73,High,61.0,130.0,7.3,101,90.0,2021-10-01,2021-10
Rome,October,2021,68,Low,67.0,45.0,9.41,62,94.0,2021-10-01,2021-10
Copenhagen,October,2021,73,Medium,22.0,95.0,7.56,110,98.0,2021-10-01,2021-10
Montreal,October,2021,53,Very High,45.0,65.0,10.0,117,64.0,2021-10-01,2021-10
Stockholm,October,2021,64,High,48.0,90.0,8.38,123,87.0,2021-10-01,2021-10
New York,October,2021,83,High,33.0,139.0,5.43,98,81.0,2021-10-01,2021-10
Zurich,October,2021,48,High,30.0,137.0,5.67,114,87.0,2021-10-01,2021-10
London,October,2021,68,Very High,26.0,56.0,7.28,64,86.0,2021-10-01,2021-10
San Francisco,November,2021,90,High,83.0,119.0,8.49,110,97.0,2021-11-01,2021-11
Montreal,November,2021,47,Low,26.0,89.0,6.72,56,69.0,2021-11-01,2021-11
Oslo,November,2021,48,Low,29.0,68.0,9.55,115,62.0,2021-11-01,2021-11
Melbourne,November,2021,55,Medium,67.0,65.0,9.25,93,77.0,2021-11-01,2021-11
Paris,November,2021,77,High,22.0,58.0,7.99,100,92.0,2021-11-01,2021-11
Vienna,November,2021,75,Low,66.0,89.0,9.46,130,92.0,2021-11-01,2021-11
Melbourne,November,2021,78,Low,53.0,64.0,9.45,125,68.0,2021-11-01,2021-11
Vienna,November,2021,81,Low,23.0,46.0,7.37,83,70.0,2021-11-01,2021-11
Toronto,November,2021,68,Low,14.0,104.0,7.78,101,92.0,2021-11-01,2021-11
Zurich,November,2021,69,Low,20.0,111.0,5.84,111,69.0,2021-11-01,2021-11
Prague,November,2021,80,Low,31.0,60.0,8.31,59,84.0,2021-11-01,2021-11
Auckland,November,2021,61,High,67.0,145.0,6.78,69,98.0,2021-11-01,2021-11
Stockholm,November,2021,75,Very High,77.0,69.0,9.15,69,82.0,2021-11-01,2021-11
Sydney,November,2021,45,Low,65.0,35.0,10.0,59,71.0,2021-11-01,2021-11
Copenhagen,November,2021,54,Medium,53.0,116.0,8.08,117,93.0,2021-11-01,2021-11
Dublin,November,2021,78,High,54.0,124.0,8.49,55,70.0,2021-11-01,2021-11
Lisbon,November,2021,76,Medium,55.0,42.0,7.89,113,87.0,2021-11-01,2021-11
Berlin,November,2021,66,Very High,80.0,128.0,9.3,69,69.0,2021-11-01,2021-11
Helsinki,November,2021,71,High,51.0,76.0,7.37,97,78.0,2021-11-01,2021-11
New York,November,2021,74,Medium,62.0,144.0,8.5,91,73.0,2021-11-01,2021-11
Barcelona,November,2021,65,Very High,39.0,125.0,6.24,103,65.0,2021-11-01,2021-11
Rome,November,2021,53,Low,18.0,111.0,5.83,93,85.0,2021-11-01,2021-11
Tokyo,November,2021,53,Medium,74.0,148.0,7.12,89,80.0,2021-11-01,2021-11
Warsaw,November,2021,73,High,42.0,90.0,7.88,91,69.0,2021-11-01,2021-11
Barcelona,December,2021,77,High,75.0,38.0,10.0,117,61.0,2021-12-01,2021-12
Sydney,December,2021,59,High,40.0,131.0,6.56,79,83.0,2021-12-01,2021-12
Toronto,December,2021,52,High,85.0,79.0,10.0,86,100.0,2021-12-01,2021-12
Montreal,December,2021,53,Very High,41.0,54.0,8.66,103,63.0,2021-12-01,2021-12
Copenhagen,December,2021,81,Medium,48.0,96.0,7.34,59,92.0,2021-12-01,2021-12
Dublin,December,2021,52,Low,16.0,78.0,7.47,81,67.0,2021-12-01,2021-12
Melbourne,December,2021,84,High,46.0,46.0,6.98,60,87.0,2021-12-01,2021-12
Zurich,December,2021,80,Very High,53.0,125.0,7.77,51,90.0,2021-12-01,2021-12
Berlin,December,2021,61,High,25.0,89.0,7.69,113,94.0,2021-12-01,2021-12
Lisbon,December,2021,83,Medium,76.0,115.0,7.47,62,67.0,2021-12-01,2021-12
Rome,December,2021,45,Very High,75.0,131.0,9.8,127,83.0,2021-12-01,2021-12
Paris,December,2021,45,Medium,17.0,51.0,9.69,85,87.0,2021-12-01,2021-12
Toronto,December,2021,78,Low,47.0,126.0,8.02,106,84.0,2021-12-01,2021-12
Tokyo,December,2021,74,High,85.0,92.0,9.9,85,60.0,2021-12-01,2021-12
Auckland,December,2021,83,Low,68.0,137.0,6.86,130,75.0,2021-12-01,2021-12
Warsaw,December,2021,72,Medium,49.0,133.0,6.0,101,99.0,2021-12-01,2021-12
Stockholm,December,2021,45,Low,42.0,147.0,7.2,122,78.0,2021-12-01,2021-12
Prague,December,2021,60,High,21.0,119.0,6.08,126,92.0,2021-12-01,2021-12
Oslo,December,2021,63,Low,63.0,113.0,6.93,117,61.0,2021-12-01,2021-12
London,December,2021,48,Medium,57.0,89.0,7.72,68,66.0,2021-12-01,2021-12
San Francisco,December,2021,61,High,50.0,145.0,7.51,89,62.0,2021-12-01,2021-12
New York,December,2021,80,High,57.0,34.0,8.13,67,80.0,2021-12-01,2021-12
Vienna,December,2021,56,Low,27.0,38.0,8.38,97,97.0,2021-12-01,2021-12
New York,January,2022,82,Very High,43.0,88.0,7.73,90,61.0,2022-01-01,2022-01
Tokyo,January,2022,78,Medium,78.0,116.0,7.38,85,84.0,2022-01-01,2022-01
Oslo,January,2022,119,Medium,69.0,41.0,8.02,125,98.0,2022-01-01,2022-01
Copenhagen,January,2022,74,Medium,20.0,32.0,9.07,73,62.0,2022-01-01,2022-01
Dublin,January,2022,84,High,75.0,34.0,9.2,57,99.0,2022-01-01,2022-01
Helsinki,January,2022,71,Very High,38.0,103.0,7.65,65,93.0,2022-01-01,2022-01
Paris,January,2022,70,Very High,36.0,45.0,7.91,125,88.0,2022-01-01,2022-01
Rome,January,2022,50,High,56.0,143.0,8.69,93,84.0,2022-01-01,2022-01
Montreal,January,2022,82,Medium,66.0,75.0,9.14,118,64.0,2022-01-01,2022-01
Berlin,January,2022,85,High,10.0,100.0,5.4,76,69.0,2022-01-01,2022-01
Zurich,January,2022,78,Medium,39.0,40.0,8.23,61,97.0,2022-01-01,2022-01
Prague,January,2022,48,Low,26.0,119.0,7.4,51,87.0,2022-01-01,2022-01
San Francisco,January,2022,67,Low,46.0,68.0,9.17,63,61.0,2022-01-01,2022-01
Melbourne,January,2022,60,Low,39.0,142.0,5.44,64,80.0,2022-01-01,2022-01
Lisbon,January,2022,74,High,15.0,130.0,6.16,116,85.0,2022-01-01,2022-01
Stockholm,January,2022,46,Low,14.0,124.0,5.86,109,84.0,2022-01-01,2022-01
Barcelona,January,2022,70,Low,35.0,135.0,6.88,65,75.0,2022-01-01,2022-01
Vienna,January,2022,53,Very High,30.0,118.0,8.44,91,61.0,2022-01-01,2022-01
Toronto,January,2022,45,High,73.0,149.0,9.23,53,74.0,2022-01-01,2022-01
Warsaw,January,2022,76,Medium,36.0,85.0,8.53,51,82.0,2022-01-01,2022-01
Sydney,January,2022,54,Low,17.0,104.0,6.67,117,69.0,2022-01-01,2022-01
London,January,2022,75,High,55.0,100.0,9.43,92,92.0,2022-01-01,2022-01
Warsaw,February,2022,71,High,37.0,123.0,6.83,88,88.0,2022-02-01,2022-02
Zurich,February,2022,51,Medium,45.0,116.0,8.87,119,83.0,2022-02-01,2022-02
Oslo,February,2022,52,Medium,77.0,32.0,10.0,72,86.0,2022-02-01,2022-02
Dublin,February,2022,54,High,65.0,40.0,9.87,298,76.0,2022-02-01,2022-02
Lisbon,February,2022,46,Low,52.0,147.0,9.16,82,82.0,2022-02-01,2022-02
Sydney,February,2022,64,High,24.0,48.0,6.68,58,79.0,2022-02-01,2022-02
Stockholm,February,2022,77,High,33.0,123.0,6.22,122,64.0,2022-02-01,2022-02
Zurich,February,2022,82,High,43.0,42.0,8.01,94,73.0,2022-02-01,2022-02
San Francisco,February,2022,81,Very High,52.0,111.0,7.02,109,96.0,2022-02-01,2022-02
Helsinki,February,2022,68,Medium,41.0,132.0,6.8,90,67.0,2022-02-01,2022-02
Copenhagen,February,2022,56,Medium,43.0,147.0,7.62,60,98.0,2022-02-01,2022-02
Auckland,February,2022,82,High,40.0,110.0,7.88,92,82.0,2022-02-01,2022-02
Paris,February,2022,57,Medium,47.0,81.0,8.82,108,97.0,2022-02-01,2022-02
Melbourne,February,2022,78,Low,33.0,66.0,7.63,99,99.0,2022-02-01,2022-02
Toronto,February,2022,72,Very High,83.0,80.0,9.39,106,61.0,2022-02-01,2022-02
Prague,February,2022,68,High,23.0,89.0,7.45,64,97.0,2022-02-01,2022-02
Berlin,February,2022,55,Medium,21.0,83.0,7.72,128,98.0,2022-02-01,2022-02
London,February,2022,70,Medium,37.0,77.0,7.44,128,99.0,2022-02-01,2022-02
Vienna,February,2022,67,Low,32.0,58.0,6.92,119,93.0,2022-02-01,2022-02
Barcelona,February,2022,46,Medium,43.0,118.0,8.42,70,73.0,2022-02-01,2022-02
Tokyo,February,2022,48,Low,30.0,41.0,8.16,119,96.0,2022-02-01,2022-02
Montreal,February,2022,47,High,19.0,78.0,9.12,70,93.0,2022-02-01,2022-02
Rome,February,2022,50,Very High,21.0,99.0,7.31,97,100.0,2022-02-01,2022-02
Tokyo,March,2022,77,Low,43.0,81.0,8.38,93,80.0,2022-03-01,2022-03
London,March,2022,81,Very High,75.0,129.0,8.63,69,84.0,2022-03-01,2022-03
Melbourne,March,2022,54,Very High,66.0,67.0,10.0,66,92.0,2022-03-01,2022-03
Oslo,March,2022,76,Medium,33.0,72.0,8.89,60,78.0,2022-03-01,2022-03
Prague,March,2022,52,Medium,28.0,74.0,7.92,108,65.0,2022-03-01,2022-03
Sydney,March,2022,105,Low,41.0,83.0,7.94,97,72.0,2022-03-01,2022-03
Toronto,March,2022,85,Low,47.0,111.0,6.59,94,80.0,2022-03-01,2022-03
Rome,March,2022,76,Medium,22.0,93.0,7.96,74,86.0,2022-03-01,2022-03
New York,March,2022,62,Low,68.0,92.0,10.0,52,87.0,2022-03-01,2022-03
Barcelona,March,2022,83,Medium,11.0,46.0,7.66,78,79.0,2022-03-01,2022-03
Helsinki,March,2022,71,Low,56.0,107.0,7.69,66,75.0,2022-03-01,2022-03
San Francisco,March,2022,69,High,63.0,132.0,8.34,89,73.0,2022-03-01,2022-03
Vienna,March,2022,64,High,72.0,82.0,8.78,113,77.0,2022-03-01,2022-03
Auckland,March,2022,47,Medium,27.0,129.0,6.52,55,62.0,2022-03-01,2022-03
Dublin,March,2022,67,Low,66.0,86.0,8.26,50,72.0,2022-03-01,2022-03
Tokyo,March,2022,62,Medium,51.0,98.0,9.29,56,80.0,2022-03-01,2022-03
Lisbon,March,2022,65,Medium,30.0,128.0,7.76,94,71.0,2022-03-01,2022-03
Paris,March,2022,71,Medium,20.0,44.0,8.15,99,96.0,2022-03-01,2022-03
Melbourne,March,2022,51,High,68.0,114.0,9.35,120,88.0,2022-03-01,2022-03
Berlin,March,2022,49,Medium,48.0,144.0,8.15,120,90.0,2022-03-01,2022-03
Zurich,March,2022,53,Low,39.0,149.0,6.91,106,91.0,2022-03-01,2022-03
Stockholm,March,2022,46,Low,80.0,80.0,9.63,76,69.0,2022-03-01,2022-03
Warsaw,March,2022,68,Low,69.0,37.0,9.33,52,83.0,2022-03-01,2022-03
Copenhagen,March,2022,83,Medium,71.0,81.0,9.25,88,99.0,2022-03-01,2022-03
New York,April,2022,78,High,14.0,56.0,7.56,114,95.0,2022-04-01,2022-04
Berlin,April,2022,50,Medium,23.0,110.0,8.26,127,78.0,2022-04-01,2022-04
San Francisco,April,2022,69,Low,22.0,137.0,4.58,74,61.0,2022-04-01,2022-04
Rome,April,2022,59,Low,10.0,80.0,6.87,130,80.0,2022-04-01,2022-04
London,April,2022,64,Low,59.0,58.0,10.0,67,96.0,2022-04-01,2022-04
Paris,April,2022,69,Medium,52.0,44.0,8.83,94,96.0,2022-04-01,2022-04
Prague,April,2022,70,High,28.0,60.0,7.64,101,84.0,2022-04-01,2022-04
Tokyo,April,2022,78,Low,68.0,74.0,8.0,59,96.0,2022-04-01,2022-04
Helsinki,April,2022,81,Medium,20.0,94.0,5.35,75,80.0,2022-04-01,2022-04
Oslo,April,2022,59,Very High,84.0,148.0,8.35,270,77.0,2022-04-01,2022-04
Stockholm,April,2022,62,Medium,70.0,108.0,9.08,105,99.0,2022-04-01,2022-04
Warsaw,April,2022,68,High,78.0,133.0,7.72,130,76.0,2022-04-01,2022-04
Montreal,April,2022,47,Medium,60.0,126.0,9.38,100,65.0,2022-04-01,2022-04
Montreal,April,2022,81,High,18.0,80.0,6.69,75,86.0,2022-04-01,2022-04
Barcelona,April,2022,82,Very High,48.0,135.0,7.04,115,83.0,2022-04-01,2022-04
Copenhagen,April,2022,46,Medium,24.0,119.0,8.27,68,87.0,2022-04-01,2022-04
Zurich,April,2022,68,Very High,40.0,125.0,7.13,85,71.0,2022-04-01,2022-04
Vienna,April,2022,48,Medium,25.0,75.0,8.78,56,90.0,2022-04-01,2022-04
Lisbon,April,2022,70,High,49.0,122.0,8.49,113,84.0,2022-04-01,2022-04
Toronto,April,2022,49,Medium,60.0,55.0,9.61,295,81.0,2022-04-01,2022-04
Auckland,April,2022,66,Medium,34.0,140.0,7.76,97,85.0,2022-04-01,2022-04
Dublin,April,2022,52,Medium,35.0,115.0,8.33,120,68.0,2022-04-01,2022-04
Melbourne,April,2022,53,Very High,32.0,133.0,8.05,58,98.0,2022-04-01,2022-04
New York,May,2022,59,High,70.0,136.0,7.86,127,67.0,2022-05-01,2022-05
Toronto,May,2022,52,High,55.0,94.0,9.03,70,66.0,2022-05-01,2022-05
Rome,May,2022,45,Medium,69.0,85.0,9.58,78,97.0,2022-05-01,2022-05
Montreal,May,2022,70,Medium,48.0,86.0,8.3,89,72.0,2022-05-01,2022-05
Vienna,May,2022,118,High,24.0,70.0,6.0,121,86.0,2022-05-01,2022-05
Berlin,May,2022,56,High,73.0,110.0,7.61,79,80.0,2022-05-01,2022-05
London,May,2022,75,Medium,18.0,34.0,7.77,78,70.0,2022-05-01,2022-05
Copenhagen,May,2022,73,High,24.0,49.0,6.89,110,88.0,2022-05-01,2022-05
Paris,May,2022,62,Medium,20.0,59.0,7.08,103,73.0,2022-05-01,2022-05
Lisbon,May,2022,64,Medium,31.0,44.0,8.13,121,95.0,2022-05-01,2022-05
Stockholm,May,2022,63,Medium,56.0,101.0,9.71,112,77.0,2022-05-01,2022-05
Oslo,May,2022,69,Low,10.0,126.0,6.6,89,82.0,2022-05-01,2022-05
Tokyo,May,2022,60,Low,60.0,146.0,7.91,76,94.0,2022-05-01,2022-05
Warsaw,May,2022,71,Medium,70.0,136.0,9.16,93,80.0,2022-05-01,2022-05
Prague,May,2022,63,Medium,79.0,97.0,9.8,55,68.0,2022-05-01,2022-05
Melbourne,May,2022,55,High,21.0,83.0,8.33,120,61.0,2022-05-01,2022-05
Auckland,May,2022,50,Medium,76.0,40.0,10.0,73,80.0,2022-05-01,2022-05
Dublin,May,2022,54,Very High,24.0,131.0,7.71,51,75.0,2022-05-01,2022-05
San Francisco,May,2022,57,Medium,74.0,31.0,10.0,125,68.0,2022-05-01,2022-05
Helsinki,May,2022,49,Very High,14.0,33.0,8.14,117,87.0,2022-05-01,2022-05
Barcelona,May,2022,64,Medium,51.0,63.0,9.77,116,63.0,2022-05-01,2022-05
Sydney,May,2022,59,Low,31.0,117.0,7.56,130,90.0,2022-05-01,2022-05
Lisbon,June,2022,79,Low,61.0,48.0,9.82,67,66.0,2022-06-01,2022-06
Copenhagen,June,2022,82,Low,65.0,138.0,7.34,120,62.0,2022-06-01,2022-06
Barcelona,June,2022,47,High,47.0,83.0,7.98,123,81.0,2022-06-01,2022-06
Montreal,June,2022,52,High,31.0,85.0,9.24,68,86.0,2022-06-01,2022-06
Dublin,June,2022,77,Low,20.0,61.0,6.51,85,76.0,2022-06-01,2022-06
London,June,2022,80,Very High,70.0,63.0,9.64,92,80.0,2022-06-01,2022-06
Paris,June,2022,76,High,21.0,39.0,6.55,54,76.0,2022-06-01,2022-06
Tokyo,June,2022,69,Medium,78.0,71.0,10.0,65,97.0,2022-06-01,2022-06
San Francisco,June,2022,65,Low,60.0,50.0,8.42,92,78.0,2022-06-01,2022-06
Rome,June,2022,64,High,84.0,76.0,9.87,102,66.0,2022-06-01,2022-06
New York,June,2022,55,Medium,79.0,47.0,9.77,83,70.0,2022-06-01,2022-06
Warsaw,June,2022,53,Very High,67.0,148.0,8.15,68,96.0,2022-06-01,2022-06
Auckland,June,2022,84,High,67.0,141.0,7.75,85,63.0,2022-06-01,2022-06
Auckland,June,2022,78,Low,20.0,76.0,5.57,114,84.0,2022-06-01,2022-06
Vienna,June,2022,69,Medium,80.0,78.0,8.73,87,81.0,2022-06-01,2022-06
Zurich,June,2022,65,Low,37.0,61.0,7.51,90,74.0,2022-06-01,2022-06
Sydney,June,2022,60,Medium,57.0,107.0,8.9,122,64.0,2022-06-01,2022-06
Toronto,June,2022,65,Medium,75.0,117.0,8.37,89,65.0,2022-06-01,2022-06
Rome,June,2022,82,High,40.0,58.0,7.27,107,91.0,2022-06-01,2022-06
Stockholm,June,2022,48,Medium,39.0,128.0,7.06,91,96.0,2022-06-01,2022-06
Berlin,June,2022,85,High,62.0,74.0,7.87,75,76.0,2022-06-01,2022-06
Oslo,June,2022,62,High,45.0,61.0,9.37,115,67.0,2022-06-01,2022-06
Helsinki,June,2022,47,Low,85.0,43.0,10.0,95,86.0,2022-06-01,2022-06
Prague,June,2022,58,High,60.0,52.0,9.49,50,67.0,2022-06-01,2022-06
Melbourne,June,2022,68,High,54.0,71.0,8.91,84,84.0,2022-06-01,2022-06
Prague,July,2022,79,Low,47.0,44.0,7.21,76,86.0,2022-07-01,2022-07
Lisbon,July,2022,54,High,38.0,35.0,10.0,85,74.0,2022-07-01,2022-07
Barcelona,July,2022,63,Very High,31.0,142.0,5.56,66,95.0,2022-07-01,2022-07
Copenhagen,July,2022,80,High,17.0,84.0,7.92,103,67.0,2022-07-01,2022-07
Warsaw,July,2022,70,High,30.0,112.0,7.72,102,99.0,2022-07-01,2022-07
Auckland,July,2022,68,High,66.0,38.0,10.0,122,69.0,2022-07-01,2022-07
New York,July,2022,76,High,44.0,89.0,7.29,84,73.0,2022-07-01,2022-07
Vienna,July,2022,54,Medium,35.0,103.0,8.07,105,70.0,2022-07-01,2022-07
Zurich,July,2022,55,Low,83.0,71.0,8.79,112,74.0,2022-07-01,2022-07
